Country Name,Country Code,Year,"average_value_Adjusted net savings, excluding particulate emission damage (% of GNI)","average_value_Adjusted net savings, excluding particulate emission damage (current US$)",average_value_Adjusted savings: carbon dioxide damage (% of GNI),average_value_Adjusted savings: carbon dioxide damage (current US$),average_value_Adjusted savings: consumption of fixed capital (% of GNI),average_value_Adjusted savings: consumption of fixed capital (current US$),average_value_Adjusted savings: education expenditure (% of GNI),average_value_Adjusted savings: education expenditure (current US$),average_value_Adjusted savings: energy depletion (% of GNI),average_value_Adjusted savings: energy depletion (current US$),average_value_Adjusted savings: gross savings (% of GNI),average_value_Adjusted savings: mineral depletion (% of GNI),average_value_Adjusted savings: mineral depletion (current US$),average_value_Adjusted savings: net forest depletion (% of GNI),average_value_Adjusted savings: net forest depletion (current US$),average_value_Adjusted savings: net national savings (% of GNI),average_value_Adjusted savings: net national savings (current US$),average_value_Agricultural methane emissions (% of total),average_value_Agricultural nitrous oxide emissions (% of total),average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),average_value_Aquaculture production (metric tons),"average_value_Bird species, threatened",average_value_Capture fisheries production (metric tons),average_value_Coal rents (% of GDP),average_value_Energy related methane emissions (% of total),"average_value_Fish species, threatened",average_value_Forest rents (% of GDP),"average_value_Mammal species, threatened",average_value_Marine protected areas (% of territorial waters),average_value_Methane emissions (% change from 1990),average_value_Methane emissions (kt of CO2 equivalent),average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent),average_value_Mineral rents (% of GDP),average_value_Natural gas rents (% of GDP),average_value_Nitrous oxide emissions (% change from 1990),average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent),average_value_Nitrous oxide emissions in energy sector (% of total),average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),average_value_Oil rents (% of GDP),average_value_People practicing open defecation (% of population),average_value_People using at least basic drinking water services (% of population),average_value_People using at least basic sanitation services (% of population),"average_value_Plant species (higher), threatened",average_value_Population living in areas where elevation is below 5 meters (% of total population),average_value_Rural population living in areas where elevation is below 5 meters (% of total population),average_value_Terrestrial and marine protected areas (% of total territorial area),average_value_Terrestrial protected areas (% of total land area),average_value_Total fisheries production (metric tons),average_value_Total natural resources rents (% of GDP),average_value_Urban population living in areas where elevation is below 5 meters (% of total population)
New Zealand,NZL,2016,13.31867624,24258770090,0.677989636,1234897103,14.48297509,26379435661,7.37,13423791700,0.313894183,571730004.3,21.46132935,0.03779518,68840518.89,0,0,6.978355239,12710446016,,,14530,109016.2031,,425058,0.021536714,,,0.73492515,,30.34299947,,32810,900,0.079829909,0.203759456,,14970,,250,0.13210155,0,100.0000013,100.0000013,,,,30.47868878,32.55,534074.1875,1.172152779,
French Polynesia,PYF,2016,,,,27658744.84,,,0.499851816,,,0,,,0,,0,,,,,,1342.98999,,13754,,,,,,0.004316575,,,,,,,,,,,0,100,97.17688689,,,,0.005855084,1.96,15096.99023,,
Small states,SST,2013,20.63571834,,1.698313685,,13.89939382,,3.708864595,,9.592439036,,42.34130804,0.177019048,,0.047288706,,28.44191421,,,,15040,46550.39905,,3064733.781,0.013512978,,,0.392436379,,,,89380,43840,0.277261449,4.448392005,,18430,,2500,13.96436748,9.88697946,86.21465749,69.62918911,,,,,,3111284.177,19.09597029,
Tanzania,TZA,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.89485073,60.71679759,31.7607758,,,,,,,,
Uzbekistan,UZB,2011,,,5.975712608,3388021535,9.302930381,5274438471,9.3747642,5315165752,9.251010542,5245001726,,4.367810872,2476397087,0,0,,,,,10670,8722.299805,,8513,0.209658125,,,0.00156999,,,42.95546819,102980,81260,6.397245659,11.35799502,12.47111325,13330,,60,3.082619276,0.048850001,96.47083691,99.05966172,,,,,,17235.30078,21.04908807,
Costa Rica,CRI,2017,16.13690124,8967255583,0.540130289,300149717.7,5.654980173,3142465321,7.362510621,4091337828,0,0,15.8,0.001671274,928725.0119,0.862270023,479162359.9,10.1784622,5656158557,,,1540,20820,,13673,0,,,1.169076215,,0.833447452,,4870,390,0.002069184,0,,1920,,150,0,0.208635231,99.77120345,97.41272848,,,,3.035389593,27.60269532,34493,1.171145398,
"Micronesia, Fed. Sts.",FSM,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3280676,59.01691221,18.2250438,,,,,,,,
Haiti,HTI,2019,10.6221809,1527662870,0.879737244,126522221.3,5.548676289,798000601.2,1.461652,210212150.4,0,0,16.01683674,0,0,0.427894301,61538985.47,10.46816045,1505511927,,,,,,,0,,,0.465654747,,,,,,0,0,,,,,0,18.34235493,66.32098695,36.93852795,,,,,,,0.465654747,
Indonesia,IDN,2012,11.32974606,1.01057E+11,1.844120111,16448832179,19.08121401,1.70197E+11,3.05,27204810500,3.361297243,29981460498,32.91443586,0.348066152,3104614330,0,0,13.83322956,1.23387E+11,,,77540,9599765,,5883521,1.723844089,,,0.433503598,,,5.57116451,251460,35430,0.577007099,0.757303327,-7.375153759,86520,,6100,2.55732372,15.81647892,86.09794725,66.11190851,,,,,,15483286,6.048981834,
Kyrgyz Republic,KGZ,2015,-8.934082536,-573568098.8,5.657626673,363219632.4,17.92931348,1151061925,5.249863821,337041257.3,0.033565659,2154915.305,12.7,3.226991947,207172883,0,0,-5.265762077,-338061925.4,,,1620,1068.400024,,31,0.127218236,,,0.013442794,,,,4710,670,4.072038443,0.00334543,,1810,,100,0.120833212,0,88.44176125,97.12802336,,,,,,1099.400024,4.336878115,
Middle income,MIC,2019,17.23868559,,2.888048964,,14.52962249,,2.961719725,,1.530442398,,33.44203195,0.172989233,,0.043963004,,18.91240946,,,,,,,,0.361214477,,,0.241081389,,,,,,0.308248146,0.395749284,,,,,1.908460091,7.242498749,91.17828799,77.65611481,,,,,,,3.214753389,
Mali,MLI,2017,7.159662192,1064264710,0.897178614,133363210.7,4.525140963,672650148.2,3.798381344,564619267.1,0,0,14.83329849,3.397162702,504979185,2.652535366,394292315.2,10.30815753,1532280154,,,13060,3914,,106221,0,,,3.469215319,,,,22530,1840,4.291357564,0,,13640,,410,0,7.064355973,77.67905804,40.39179278,,,,8.231610055,8.231610055,110135,7.760572883,
New Caledonia,NCL,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,99.30532057,100,,,,,,,,
Palau,PLW,2014,,,2.894825868,7527360.702,8.102390086,21068490.99,,,,,13.52491886,0,0,,,5.422528775,14100098.55,,,0,29.32600021,,864,,,,0,,,,20,0,0,,,0,,0,,0,99.61412405,98.35707328,,,,,,893.3259888,0,
Poland,POL,2013,8.485115963,42715346524,1.940674093,9769644483,11.85033506,59656364251,4.77956114,24061027715,0.180321344,907764691.8,17.81399695,0.137117797,690271556.2,0,0,5.963668055,30021999541,,,17040,35208.12891,,214170,0.262590852,,,0.187356441,,,,47670,22310,0.353992901,0.114269662,,21030,,2480,0.073441633,0,98.84779899,97.33868482,,,,,,249378.125,0.99165149,
Sierra Leone,SLE,2011,-6.821792645,-197927762.7,0.922814338,26774571.84,5.934738031,172190724.9,2.55,73985801.26,0,0,0.965855983,0.284273018,8247908.645,3.195823241,92723742.41,-4.968882048,-144167341.1,,,1120,75,,202000,0,,,9.751593281,,,14.08759091,3890,450,1.235208595,0,33.41561514,1270,,90,0,20.66588476,53.03769992,13.61961459,,,,,,202075,10.98680188,
Sint Maarten (Dutch part),SXM,2010,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215773683,95.59441034,98.6895028,,,,,,,,
Kosovo,XKX,2018,,,,,14.27311313,1152815734,,,0.03433983,2773571.292,20.37251014,0.165376514,13357187.39,,,6.155682193,497184266.4,,,,,,,0.291792702,,,0,,,,,,0.257688276,0,,,,,0,,,,,,,,,,0.549480977,
Armenia,ARM,2018,1.565456156,198445797.4,1.754915846,222462745.5,13.67178847,1733110796,2.290595246,290368400.4,0,0,15.20651721,0.412776266,52325780.5,0.092175714,11684698.42,1.534728737,194550621.4,,,1070,17000,14,369,0,,3,0.263827368,9,,,2430,1060,0.826353695,0,,1170,,40,0,0.010731335,99.95192387,93.68810568,74,,,23.11050281,23.11050281,17369,1.090181063,
Azerbaijan,AZE,2018,7.526442372,3360808810,3.286613289,1467583003,6.638659193,2964383862,2.555875426,1141284052,18.4505772,8238801193,33.47212528,0.12570865,56133125.96,0,0,26.83346608,11982042079,,,3480,478,17,1601,0,,14,0.019236403,8,0.436929518,,43600,36170,0.152776195,3.772737483,,4160,,70,25.30762431,0.086391507,94.69388812,96.12652151,44,,,5.519156836,10.15512562,2079,29.2523744,
"Congo, Rep.",COG,2011,-6.816035261,-960495914,0.476169011,67100355.55,21.94452164,3092358323,2.52,355111088.9,42.53418993,5993794643,55.7,0.016702597,2353681.569,0,0,33.69102628,4747641677,,,1860,68,,73233,0,,,2.408250243,,,-1.503590392,3220,1180,0.019719386,1.308208416,-32.70408207,1950,,30,52.30279476,8.675645079,66.95217738,16.62675394,,,,,,73301,56.03897281,
Guatemala,GTM,2016,2.316284974,1496320093,0.932763951,602565512.6,13.02334762,8413082563,2.933814082,1895243897,0.059437709,38396759.97,15.2,0.367537626,237429306.6,1.391917697,899178832.3,2.134127875,1378646607,,,3820,23448.90039,,19039,0,,,1.48065613,,0.807866388,,11540,3900,0.456913488,0,,4930,,780,0.086841634,4.18609118,92.4944136,66.93445822,,,,15.70673977,31.75,42487.89844,2.024411252,
Ireland,IRL,2017,15.45015975,41183173326,0.541178828,1442539225,31.15623307,83048497056,4.187517836,11162038167,0.085439428,227743067.7,43.09379207,0.048427338,129085492.1,0,0,11.93768751,31820502944,,,9270,45433.10156,,276330,0,,,0.011408762,,2.332110624,,16770,230,0.041624722,0.070210282,,9760,,360,0,0,97.3945446,91.26227725,,,,4.042231006,14.44126185,321763.0938,0.123243765,
Low & middle income,LMY,2011,16.66896659,,2.491166513,,13.18041452,,3.316856697,,4.028837853,,34.16905985,1.004058946,,0.112472125,,20.98864533,,,,1666330,74509251.83,,66561924.21,1.633713892,,,0.427965249,,,36.30921783,6132530,2459440,1.637179207,0.765432424,25.75574431,2101620,,166150,4.912393811,15.88043799,83.99229904,61.92228127,,,,,,141071173.9,9.376684583,
Namibia,NAM,2012,8.833541968,1105940268,0.839607967,105117093.9,10.75361504,1346329246,5.614905613,702973987.1,0,0,15.59746275,0.785603382,98355837.15,0,0,4.843847704,606439211.7,,,7090,679.3500366,,528079,0,,,0.554025581,,,43.45187916,8540,320,1.175669686,0,19.442891,7230,,80,0,50.35189358,81.34131012,32.87361793,,,,,,528758.375,1.729695267,
Papua New Guinea,PNG,2016,,,1.318417464,270660574.5,7.059509293,1449260870,6.9,1416514886,4.499501301,923711677.1,,1.986109813,407732480.4,0,0,,,,,3470,5725,,331292.4688,0,,,2.587859026,,0.190497411,,11130,5810,2.944529179,3.876053441,,3730,,150,1.931234568,15.32616142,42.25107578,18.94311078,,,,0.657996415,3.07,337017.4688,11.33967621,
Somalia,SOM,2016,,,,23180662.34,,,0.991144636,,,0,,,0,,626252007,,,,,6330,,,30000,,,,,,,,19490,1160,,,,6680,,210,,29.52795035,50.27459621,35.06461277,,,,0.827283619,0.83,30000,,
Somalia,SOM,2014,,,,21224689.19,,,0.991144636,,,0,,,0,,500807634.4,,,,,6420,,,30000,,,,,,,,19420,1140,,,,6760,,210,,32.81766568,47.14312859,33.01001124,,,,,,30000,,
Slovak Republic,SVK,2012,8.084866507,7514463823,1.096163644,1018827217,17.91950442,16655249355,3.74,3476135898,0.016974896,15777284.4,23.46645135,0.013835192,12859093.37,0.075106691,69807770.96,5.54694693,5155599291,,,1310,1310.560059,,1945,0.022704205,,,0.252944528,,,-36.83986395,4290,1720,0.017700352,0.024248554,-46.91169299,2010,,200,0.005158202,0,99.37583467,97.91150438,,,,,,3255.560059,0.322755841,
South Asia (IDA & IBRD),TSA,2018,18.44069926,,3.513279599,,9.672522388,,2.778330876,,0.569657673,,29.76567075,0.225712552,,0.12213015,,20.09314836,,,,314930,9733896.081,253,8404608,0.914830398,,397,0.144292558,252,0.457745869,,1024650,199600,0.342102529,0.125531196,,363730,,24230,0.402654545,17.06362522,89.92580209,64.11017069,794,,,4.978690197,7.291751931,18138504.06,1.929411225,
Trinidad and Tobago,TTO,2012,,,6.009391634,1410596235,18.9880198,4457094972,2.87,673680705.1,13.06179411,3066020441,,0,0,0,0,,,,,190,6.550000191,,11747,0,,,0.021476104,,,386.8521427,1190,80,0,9.409322845,-51.46759592,370,,30,6.441526469,0.09622811,96.49179235,93.0866188,,,,,,11753.5498,15.87232542,
Tunisia,TUN,2013,-0.664330599,-293566493.8,2.023136172,894020225.9,14.91525013,6591022134,5.9,2607199360,3.810781595,1683977514,14.7477739,0.35009264,154705306.2,0.212843965,94055364.24,-0.167476228,-74007443.07,,,2220,12184,,110886.7031,0,,,0.251051054,,,,6390,1730,0.588779464,0.671462862,,3160,,250,4.451159573,2.357818636,93.63885476,89.99604417,,,,,,123070.7031,5.962452954,
Bermuda,BMU,2013,,,0.243487517,16470352.74,5.059438106,342238202.7,1.809359374,122391437,0,0,38.28113154,0,0,,,33.22952143,2247761797,,,,,,461,0,,,0,,,,,,0,0,,,,,0,0,99.90314002,99.90314002,,,,,,461,0,
Costa Rica,CRI,2016,16.25724162,8888836825,0.527062864,288177779.6,5.410322633,2958157121,7.129002469,3897865404,0,0,15.9,0.00176232,963569.0796,0.814191631,445168788,10.47125597,5725281558,,,1590,20820,,13673,0,,,1.250286543,,0.833521087,,4810,390,0.002195607,0,,1960,,150,0,0.236980095,99.59608945,97.23182641,,,,3.035461937,27.6,34493,1.25248215,
Czech Republic,CZE,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,99.88059167,99.13349732,,,,,,,,
Honduras,HND,2017,23.27756836,5056049170,1.756716835,381571071.2,5.765137496,1252227819,6.33,1374919869,0,0,25.18314297,0.111126879,24137528.25,0.602593396,130887461.8,19.41800547,4217725362,,,2450,64500,,10600,0,,,1.609250982,,4.157067601,,8010,1050,0.135931983,0,,3120,,250,0,6.137050634,94.24834967,80.93837603,,,,10.86370093,23.88555226,75100,1.745182966,
Hungary,HUN,2012,5.274004584,6487025638,1.141455957,1403990827,19.09131136,23482312975,4.159861165,5116629233,0.457907192,563225846.7,21.8,6.45701E-05,79421.25833,0,0,2.713571138,3337692500,,,4330,15133,,6717,0.047298723,,,0.124721334,,,-29.13061532,7640,1530,0.001136717,0.2480296,-59.7436249,5040,,300,0.221260874,0,99.96970176,98.00215444,,,,,,21850,0.642447248,
Ireland,IRL,2010,8.765945101,16316404255,0.614428477,1143660301,16.98315916,31611433479,6.65,12377911000,0.007931123,14762516.32,19.79874618,0.077298083,143878014.5,0,0,2.815602784,5240794086,,,8490,46490.30078,,348441,0,,,0.018231484,,,0.083548206,14390,290,0.07181206,0.011855448,-10.248006,8990,,370,0,0,97.31290582,90.55357862,,4.769124671,1.414507218,,,394931.3125,0.101898991,3.354617453
Liberia,LBR,2017,-83.82925662,-2500262152,1.896986603,56578860.37,23.31821403,695480913.7,3.66,109161882.7,0,0,-53.73581524,0.050746311,1513541.755,8.487494454,253145047.4,-77.05402926,-2298186585,,,260,220,,11974,0,,,20.80611641,,0.103342491,,6140,5800,1.336321237,0,,1360,,1060,0,39.68505332,73.72398234,17.49178368,,,,1.211086308,4.051310925,12194,22.14243765,
Montenegro,MNE,2019,,,1.610158349,89547765.58,14.31351334,796035457.3,,,0.024379266,1355834.822,16.84608836,0.33767218,18779388.53,0,0,2.532575013,140847286,,,,,,,0.083836915,,,0.4345849,,,,,,0.433438531,0,,,,,0,0.045135002,98.68140205,97.50229752,,,,,,,0.951860345,
Philippines,PHL,2011,22.68527616,58867157372,0.984290591,2554184870,9.383506579,24349730396,1.84,4774708000,0.518369688,1345143421,33.28290427,1.267980817,3290346821,0.283524167,735731036.1,23.89944142,62017855520,,,9800,2608120,,2222363,0.169770778,,,0.362794314,,,36.25131596,63680,4360,1.61395426,0.154230817,27.87326294,12310,,1040,0.410754644,7.282153432,90.32984172,69.86620672,,,,,,4830483,2.711504812,
Virgin Islands (U.S.),VIR,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,98.71826738,99.37127753,,,,,,,,
Vanuatu,VUT,2013,20.95426161,167942998.3,0.428742521,3436260.643,8.589412389,68841923.31,4.777894071,38293587.78,0,0,25.19452244,0,0,0,0,16.60511005,133085671.2,,,140,80.78099823,,61857.39844,0,,,0.70665653,,,,480,10,0,0,,170,,30,0,1.006167283,88.59049799,53.87497942,,,,,,61938.17969,0.70665653,
World,WLD,2014,11.65720179,,1.438653101,,15.89989547,,4.061046845,,1.269486681,,26.38904324,0.141585958,,0.043267094,,10.48914778,,,,2234500,101084799.1,,92360622.69,0.235535734,,,0.191306417,,,,7957650,3144320,0.274263778,0.29405404,,2881840,,281810,2.131108844,10.87845989,87.77665177,71.60463723,,,,,,193445421.8,3.126268814,
Bahrain,BHR,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,100,,,,,,,,
"Bahamas, The",BHS,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,2012,,,1.278512347,922395517.8,9.293939196,6705205372,13.01,9386194600,1.590819548,1147712671,,0.101883343,73504756.67,0,0,,,,,3230,26179.19922,,22320,0,,,0.089158177,,,-29.03456612,13330,2230,0.32631837,0.091342322,-39.08533337,3650,,240,1.708406334,0.807122958,95.19525204,89.64556697,,,,,,48499.19922,2.215225204,
Cyprus,CYP,2016,5.759479288,1158700637,1.182996067,237996913.9,12.88683449,2592592593,6.042716061,1215682634,0,0,13.78659379,0,0,0,0,0.899759294,181014917.4,,,230,6624.959961,,1494,0,,,0.001217019,,0.123118249,,720,20,0,0,,370,,60,0,0,99.78076077,99.43985969,,,,1.687116707,18.65,8118.959961,0.001217019,
Eritrea,ERI,2015,,,,24093460.98,,,1.72,,,0,,,44297753.17,,0,,,,,1580,0,,4300,,,,,,,,3640,180,,,,2800,,1150,,67.35015798,51.46509353,11.83791285,,,,,,4300,,
Fragile and conflict affected situations,FCS,2016,2.761040332,,1.771304202,,10.37475245,,2.339256532,,2.433009835,,16.75039475,0.288995134,,1.46054933,,6.3756423,,,,288390,1458742.813,,5608158.828,0.028078037,,,2.844885555,,,,926150,351160,0.385303141,0.545296761,,407130,,48730,6.580965979,19.70790148,63.45443357,40.49881763,,,,11.38551258,12.82127574,7066901.578,10.38452947,
France,FRA,2013,7.806779796,2.2437E+11,0.394622643,11341612608,17.62582528,5.06573E+11,4.916331223,1.41297E+11,0.009651629,277391672.1,20.92057599,3.75332E-05,1078719.865,0,0,3.294760378,94692731162,,,32860,200605.0938,,540353.125,0,,,0.034877256,,,,62730,3370,0.000168605,0.001781146,,38310,,3810,0.011330678,0,99.99558687,98.65316717,,,,,,740958.1875,0.048157685,
Faroe Islands,FRO,2012,,,0.735625077,18335701.1,,,,,0,0,,0,0,,,,,,,,76564,,361187,0,,,0,,,16.81518665,,,0,0,7.340805445,,,,0,0,100,90.88347572,,,,,,437751,0,
Equatorial Guinea,GNQ,2014,,,1.662128096,245934916.1,21.92323281,3243846508,1,147963876.4,34.98888426,5177090944,,0.010992393,1626477.024,0,0,,,,,10,15,,6068,0,,,0.514600883,,,,14220,14020,0.009724319,4.698478965,,40,,20,23.76934117,2.871056599,63.92647495,66.11511264,,,,,,6083,28.99214533,
IDA & IBRD total,IBT,2014,16.43243104,,2.489292839,,14.16962723,,3.242876032,,2.328471486,,32.595572,0.301957538,,0.116667892,,18.42594476,,,,1738380,92541386.13,,69313386.31,0.451203391,,,0.44243285,,,,6455750,2604130,0.541165902,0.560174211,,2226400,,184610,3.387441434,12.89759595,85.61817683,66.52948494,,,,,,161854774.3,5.382417787,
Malawi,MWI,2012,-13.43652114,-791411095,0.612936681,36101970.48,14.05064697,827583106.6,4.858512123,286166364.1,0.04016544,2365744.443,2.22,0.008296518,488664.8904,5.807096308,342037972.6,-11.82653831,-696583106.6,,,2690,3232,,131455,0.055529812,,,8.711773731,,,14.3884507,8320,5880,0.030217119,0,12.02117387,3280,,400,0,8.682066049,63.76267091,24.35165943,,,,,,134687,8.797520662,
Nicaragua,NIC,2015,19.47903913,2389631220,1.51104681,185370777.7,6.561009047,804885289.8,4.1,502975939.3,0,0,24.42526998,0.098473633,12080455.68,0.875701352,107428465.9,17.86426093,2191534980,,,3120,24536,,41534,0,,,1.703170844,,,,9690,880,0.123078559,0,,3390,,170,0,7.445650444,81.35312854,71.85388386,,,,,,66070,1.826249403,
Puerto Rico,PRI,2018,,,0.205391855,139306409.2,21.57688962,14634460653,8.624967106,5849858065,0,0,,0,0,,,,,,,,20,11,1649,0,,32,0,2,1.74720504,,,,0,0,,,,,0,0,99.86789058,100,64,,,2.016771518,7.269164906,1669,0,
Russian Federation,RUS,2018,9.829131091,1.60135E+11,4.27524348,69651839259,12.65437436,2.06164E+11,4.418837132,71991252664,8.002847407,1.30382E+11,30.74762015,0.404912948,6596801263,0,0,18.09329779,2.94774E+11,,,44850,204032,57,5125654,0.516321289,,39,0.361835661,34,2.974560105,,849570,683540,0.728026964,3.670226684,,58610,,5050,10.0124516,0,96.8056269,88.86099167,56,,,7.616249085,9.726914815,5329686,15.2888622,
Rwanda,RWA,2016,-3.720051595,-315688245.6,0.471821045,40039325.87,11.70571491,993361653.5,3.047310886,258598625,0,0,10.9327187,0.032280035,2739324.236,5.490265189,465910792.2,-0.772996212,-65597428.37,,,1720,1580,,25013,0,,,5.835879056,,,,2820,1030,0.137793356,0,,1980,,70,0,2.328795447,57.92420961,65.41229063,,,,9.115161421,9.12,26593,5.973672412,
Serbia,SRB,2017,-1.567732589,-647242923.8,4.026792781,1662473021,17.34208568,7159730125,3.772567135,1557515230,0.379721295,156769032.7,16.5406837,0.132383662,54654976.73,0,0,-0.801401986,-330861122.7,,,2940,5069.649902,,2209,0.240596487,,,0.387082899,,,,12430,3690,0.251767729,0.073011704,,4590,,950,0.379270077,0.033525741,94.14837278,97.8160395,,,,6.61310734,6.61310734,7278.649902,1.331728896,
Sub-Saharan Africa (excluding high income),SSA,2014,5.297514379,,1.658564838,,12.29658353,,3.197000609,,4.162179329,,22.02306065,0.606334139,,1.198885039,,9.726477115,,,,357850,581523.6302,,7019326,0.429429544,,,2.741846796,,,,900260,282620,0.84476558,0.565950366,,489190,,57410,5.951009758,22.72492961,58.55763843,29.59559887,,,,,,7600849.624,10.53300204,
Small states,SST,2017,16.985807,,2.151145741,,13.84619514,,3.790183377,,4.335135671,,33.82841267,0.211289373,,0.089023125,,19.98221754,,,,14360,56578.98117,,3174608.64,0.015400513,,,0.572846122,,5.829941651,,88730,42090,0.319859564,1.925495975,,18040,,2720,6.51139869,8.577952041,87.27316246,71.18759422,,,,19.39244188,26.19750288,3231187.675,9.345000865,
Chad,TCD,2015,,,0.32777609,34804829.64,11.0092982,1169019827,1.765598482,187479673.6,4.406598176,467913625.8,,0.000808709,85872.54003,2.464619025,261705011.1,,,,,21270,154,,100000,0,,,5.673188712,,,,47400,6250,0.001022098,0,,21660,,110,7.5189901,66.18521818,44.39909697,11.01336536,,,,,,100154,13.19320091,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.27295154,64.46192276,32.75672626,,,,,,,,
Aruba,ABW,2018,,,,19780947.4,,,5.787983381,,,0,,,0,,34184.25148,,,,,,0,2,149,,,24,,2,0.000105157,,,,,,,,,,,,,,2,,,0.141163456,18.91757626,149,,
United Arab Emirates,ARE,2018,,,2.035783486,8624372800,3.870955525,16398877278,,,5.148113026,21809414543,,0,0,0,0,,,,,780,3350,13,73000,0,,20,8.92711E-05,8,11.27035386,,52960,31550,0,0.737730496,,7140,,6110,16.58695057,0,99.97133,99.01080849,0,,,15.04389477,17.95492064,76350,17.32477033,
Belarus,BLR,2011,14.75889533,8910799765,3.162179533,1909190898,17.89836604,10806280026,4.51,2722948163,1.002726256,605403906.2,32.31216716,0,0,0,0,14.41380112,8702446406,,,12560,16293,,1122,0,,,0.448221113,,,-11.37146887,15610,1150,0,0.040585667,-32.05280884,13380,,230,1.252484951,0,97.27530465,95.99550979,,,,,,17415,1.741291732,
Greece,GRC,2012,-8.969006149,-21891460517,1.018579579,2486138851,18.2149932,44458973242,3.1,7566449000,0.062463783,152460977.4,7.254076505,0.027039606,65998000.92,0,0,-10.96092318,-26753311689,,,3720,110973.4688,,61044.19922,0.12386562,,,0.01059496,,,6.728874928,10370,1730,0.083119324,0.000356535,-42.09177428,4990,,480,0.014959492,0.059691114,99.96634948,98.76076873,,,,,,172017.6719,0.232895931,
Croatia,HRV,2011,4.348409224,2630668434,0.981071247,593521223.1,16.6481411,10071669207,4.19,2534835194,0.932325558,564031417,18.71995245,5.31851E-06,3217.551812,0,0,2.071811347,1253389098,,,1560,12846,,71396.0625,0,,,0.285213965,,,15.68493791,3790,650,0.000145809,0.550533375,-38.76391976,2650,,220,0.547534558,0,,96.39061679,,,,,,84242.0625,1.383427707,
Iraq,IRQ,2013,8.957959262,20961624674,2.286941341,5351442739,12.27456112,28722473029,4.6,10764000000,9.114561456,21328073807,28.1,0.000164851,385750.6867,0,0,15.75962691,36877526971,,,4030,14060,,56853,0,,,0.003608344,,,,15740,1790,0.007768138,0.295472732,,5550,,1140,44.55339387,0.895616038,92.4602813,89.09794589,,,,,,70913,44.86024309,
Japan,JPN,2014,3.715541956,1.8652E+11,0.808887693,40606162208,22.28064635,1.11849E+12,2.987120073,1.49953E+11,0.006475511,325070658.9,23.8,0.001265769,63541617.77,0,0,1.545050856,77561552996,,,7610,1021848.563,,3734200.5,0.000617052,,,0.01560968,,,,22580,2260,0.001706326,0.00590767,,18790,,7940,0.002173158,0,98.88377874,99.94703554,,,,,,4756049,0.026013885,
"Korea, Rep.",KOR,2019,17.7729959,2.95218E+11,1.612322896,26781489471,19.70755363,3.27352E+11,4.63873508,77051709054,0.001491884,24780942.84,34.4929205,0.037251779,618770668.7,0,0,14.78532738,2.45592E+11,,,,,,,0.000937639,,,0.014796658,,,,,,0.081505997,0.001669325,,,,,0.000378069,0,99.8396666,99.94226257,,,,,,,0.099287689,
Low & middle income,LMY,2012,17.04976184,,2.510962074,,13.68615616,,3.268496644,,3.388171368,,33.96239229,0.483083835,,0.112753656,,20.27623613,,,,1672890,80547155.37,,64795805.37,0.905301364,,,0.422251419,,,38.61383886,6204340,2502780,0.894306788,0.754052551,27.86730771,2119190,,169630,4.542470241,14.91558707,84.50007871,63.34690221,,,,,,145342963,7.518382363,
Mali,MLI,2015,6.76178699,866119474.3,0.859952156,110151548.8,6.123458985,784355834.4,3.740602031,479134919.4,0,0,15.78788551,2.865735193,367072944.3,2.917554217,373710459.7,9.664426525,1237919508,,,11710,2400,,92480,0,,,3.727467075,,,,20250,1790,3.661471139,0,,12260,,400,0,8.545702303,74.39951222,37.14408722,,,,,,94880,7.388938214,
Oman,OMN,2013,-11.73467955,-8838592686,2.661649744,2004761856,12.00250538,9040319829,4.578261625,3448359159,36.04883749,27152082842,34.4303384,0.028697506,21615040.18,0.001589464,1197188.94,22.42783302,16892705082,,,620,353,,206169,0,,,0.00155524,,,,4980,3160,0.056101448,3.883713253,,720,,30,41.04159717,0.190686599,89.29447923,98.48641657,,,,,,206522,44.98296711,
