Country Name,Country Code,Year,average_value_DEC alternative conversion factor (LCU per US$),average_value_Discrepancy in expenditure estimate of GDP (current LCU),average_value_GDP (constant 2010 US$),average_value_GDP (constant LCU),average_value_GDP (current LCU),average_value_GDP (current US$),average_value_GDP deflator (base year varies by country),average_value_GDP growth (annual %),average_value_GDP per capita (constant 2010 US$),average_value_GDP per capita (constant LCU),average_value_GDP per capita (current LCU),average_value_GDP per capita (current US$),average_value_GDP per capita growth (annual %),"average_value_GDP per capita, PPP (constant 2017 international $)","average_value_GDP per capita, PPP (current international $)","average_value_GDP, PPP (constant 2017 international $)","average_value_GDP, PPP (current international $)",average_value_GDP: linked series (current LCU),average_value_GNI (constant 2010 US$),average_value_GNI (current LCU),average_value_GNI (current US$),average_value_GNI per capita (constant 2010 US$),average_value_GNI per capita (current LCU),"average_value_GNI per capita, Atlas method (current US$)","average_value_GNI per capita, PPP (constant 2017 international $)","average_value_GNI per capita, PPP (current international $)","average_value_GNI, Atlas method (current US$)","average_value_GNI, PPP (constant 2017 international $)","average_value_GNI, PPP (current international $)",average_value_GNI: linked series (current LCU),average_value_Gross domestic savings (% of GDP),average_value_Gross domestic savings (current LCU),average_value_Gross domestic savings (current US$),average_value_Gross savings (% of GDP),average_value_Gross savings (% of GNI),average_value_Gross savings (current LCU),average_value_Gross savings (current US$),average_value_Gross value added at basic prices (GVA) (constant LCU),average_value_Gross value added at basic prices (GVA) (current LCU),average_value_Gross value added at basic prices (GVA) (current US$),average_value_Net primary income (Net income from abroad) (current LCU),average_value_Net primary income (Net income from abroad) (current US$),average_value_Net secondary income (Net current transfers from abroad) (current LCU),average_value_Net secondary income (Net current transfers from abroad) (current US$),"average_value_PPP conversion factor, GDP (LCU per international $)","average_value_PPP conversion factor, private consumption (LCU per international $)",average_value_Price level ratio of PPP conversion factor (GDP) to market exchange rate,average_value_Taxes less subsidies on products (constant LCU),average_value_Taxes less subsidies on products (current LCU),average_value_Taxes less subsidies on products (current US$)
Liberia,LBR,2014,1,0,2555669829,1406984500,3144000000,3144000000,223.4566195,0.701143912,586.2289574,322.7392862,721.1822986,721.1822986,-1.866817168,1621.344665,1381.939303,7068265036,6024575446,3144000000,2302901968,2811000000,2811000000,528.2481344,644.7975322,630,1461.522003,1240,2751349092,6371516866,5386476329,2811000000,-60.61102735,-1905610700,-1905610700,-38.13281588,-42.65015053,-1198895731,-1198895731,0,,,-333000000,-333000000,1040000000,1040000000,0.521862499,0.522846816,0.521862499,0,,
Morocco,MAR,2011,8.0899,0,98106615022,7.81212E+11,8.20077E+11,1.0137E+11,104.974982,5.245697297,2948.844249,23481.31239,24649.50345,3046.947854,3.835245161,6522.373743,6712.323178,2.16996E+11,2.23316E+11,8.20077E+11,96475222679,8.06244E+11,99660564407,2899.808596,24233.71739,3000,6415.683214,6600,99886556939,2.13447E+11,2.19549E+11,8.06244E+11,21.75027467,1.78369E+11,22048356593,28.06868476,28.55026865,2.30185E+11,28453358873,7.06247E+11,7.55309E+11,93364442082,-13833000000,-1709909888,64260000000,7943237864,3.67227602,4.12518692,0.453933426,75097716800,64768000000,8006032213
Middle East & North Africa,MEA,2014,,,3.15717E+12,,,3.56398E+12,,2.928918177,7554.399078,,,8527.81667,0.969536427,15872.49406,18039.33369,6.6335E+12,7.53908E+12,,3.17952E+12,,3.56128E+12,7607.884101,,8752.154304,16359.11924,18013.77654,3.65774E+12,6.83687E+12,7.5284E+12,,37.95873904,,1.31606E+12,,33.55776796,,,,,3.523E+12,,,,,,,,,,
Mongolia,MNG,2020,2813.2898,-3.70996E+11,13288991442,1.8034E+13,3.69586E+13,13137128659,204.9380074,-5.335552017,4053.632636,5501039.73,11273721.21,4007.308885,-6.869626304,11470.67383,12100.5867,37604218260,39669256569,3.69586E+13,11801791613,3.33957E+13,11870689059,3599.981824,10186916.98,3670,10292.49447,10930,12029401421,33741802270,35845078644,3.33957E+13,27.94555506,1.03283E+13,3671243523,20.38584686,22.56073693,7.53431E+12,2678114931,1.61459E+13,3.34027E+13,11873168628,-3.56286E+12,-1266439600,1.2691E+12,451107471.4,931.6673226,983.2636136,0.331166495,1.8881E+12,3.55589E+12,1263960032
Norway,NOR,2016,8.4,0,4.72132E+11,3.14451E+12,3.09815E+12,3.68827E+11,98.52574617,1.071558977,90195.96368,600724.9186,591868.7085,70460.56053,0.18505968,63104.10039,58939.91261,3.3032E+11,3.08522E+11,3.09815E+12,4.91946E+11,3.23369E+12,3.84964E+11,93981.21157,617763.3513,81370,65813.37304,61520,4.25931E+11,3.44501E+11,3.2202E+11,3.23369E+12,30.08452146,9.32063E+11,1.1096E+11,32.56595909,31.20089935,1.00894E+12,1.20112E+11,2.79464E+12,2.73969E+12,3.26153E+11,1.35546E+11,16136428571,-54175000000,-6449404762,10.0419,10.686444,1.195464286,3.49863E+11,3.58462E+11,42674047619
Paraguay,PRY,2015,5204.9208,-100,33113422457,1.85502E+14,1.88477E+14,36211372703,101.6038881,2.957151735,4950.617419,27733461.73,28178275.42,5413.776021,1.58379371,11828.14013,11486.52319,79115424976,76830436045,1.88477E+14,31900857676,1.81395E+14,34850583193,4769.333097,27119362.19,5640,11388.39108,11050,37707883331,76174055306,73943220134,1.81395E+14,24.47016831,4.61207E+13,8860983849,22.56869632,23.44992247,4.25369E+13,8172434739,1.71796E+14,1.74652E+14,33555259624,-7.0828E+12,-1360789510,3.49896E+12,672240401,2453.159668,2423.32373,0.471315465,1.37065E+13,1.38249E+13,2656113079
Slovenia,SVN,2020,0.875506397,0,54097609433,42749800000,46297193000,52880473700,108.2980341,-5.532207845,25759.22084,20355.82627,22044.95968,25179.66717,-6.060341085,36547.73896,39593.30744,76754856823,83150934382,46297193000,,,,,,,,,,,,,30.47160332,14107497000,16113528180,,,,,,,,,,,,0.556785,0.633827,0.635957661,5322300000,5446090000,6220502807
Turks and Caicos Islands,TCA,2014,1,,,798971500,841070000,841070000,105.2690866,8.711296582,,22588.32094,23778.51913,23778.51913,6.750430131,24392.02057,22029.96123,862770159.7,779221758.7,841070000,,842531900,842531900,,23819.84959,23280,,22070,823313686.6,,780576157.6,842531900,,,,,,,,663239700,695142000,695142000,1461900,1461900,-61403800,-61403800,1.07937181,1.248590112,1.07937181,135368700,145928000,145928000
Albania,ALB,2019,109.8508,,14862643983,1.54477E+12,1.67925E+12,15286612573,108.7049909,2.173692288,5207.305322,541230.131,588344.1649,5355.847795,2.609888198,13671.48842,14230.98951,39021039212,40617962173,1.67925E+12,,1.65709E+12,15084875233,,580579.7903,5220,,14040,14902819468,,40081927157,1.65709E+12,8.276246039,1.38979E+11,1265157667,14.06230293,14.25036492,2.36141E+11,2149649768,1.35282E+12,1.46557E+12,13341430868,-22161008100,-201737339.2,1.19485E+11,1087701888,41.34246355,52.0645465,0.376351047,1.91869E+11,2.1368E+11,1945181704
Armenia,ARM,2020,489.0089,0,12932478333,5.30864E+12,6.18374E+12,12645459214,116.4843812,-7.6,4364.312212,1791503.758,2086822.067,4267.452119,-7.771688905,12592.63537,13284.16083,37314925271,39364077035,6.18374E+12,12760365618,6.0865E+12,12446598217,4306.229484,2054004.95,4220,12424.54882,13080,12514907463,36816845493,38745042213,6.0865E+12,8.582578177,5.30725E+11,1085306423,14.79893275,15.03537731,9.15128E+11,1871393005,4.81025E+12,5.51082E+12,11269367899,-97244797184,-198860996.6,4.81648E+11,984947578.4,157.0909968,166.7960668,0.321243635,5.06956E+11,6.72921E+11,1376091314
Azerbaijan,AZE,2013,0.7845,0,56334372810,28510300000,58182000000,74164435946,204.0736155,5.843415762,5982.325931,3027.599288,6178.531329,7875.756953,4.483203027,14652.70425,17188.94551,1.37982E+11,1.61865E+11,58182000000,,54943806700,70036719822,,5834.6573,7410,,16230,69737335416,,1.52856E+11,54943806700,47.81375683,27819000000,35460803059,42.16728077,44.6524709,24533767296,31273125934,26652100000,54304000000,69221159975,-3238193300,-4127716125,-47072500,-60003186.74,0.359447956,0.325349391,0.458187325,1858200000,3878000000,4943275972
Azerbaijan,AZE,2015,1.0246,0,58518171256,29615500000,54380000000,53074370486,183.6200638,1.049546368,6064.473341,3069.173325,5635.618018,5500.310382,-0.147024804,14853.91055,14938.40113,1.4333E+11,1.44146E+11,54380000000,,52302391500,51046644056,,5420.307097,6570,,14370,63361890935,,1.38639E+11,52302391500,30.90161824,16804300000,16400839352,27.49888089,28.59121925,14953891427,14594857922,27594200000,49521000000,48332032012,-2077608500,-2027726430,227191900,221737165.7,0.377257109,0.35925293,0.368199403,2021300000,4859000000,4742338474
China,CHN,2014,6.1434,-2.98486E+11,8.32716E+12,6.43544E+13,6.43563E+13,1.04757E+13,100.0029442,7.425763656,6103.748402,47171.31927,47172.70808,7678.599486,6.883229179,11917.3385,12549.77183,1.62585E+13,1.71213E+13,6.43563E+13,8.33781E+12,6.4438E+13,1.0489E+13,6111.557661,47232.59706,7510,11932.36579,12570,1.02466E+13,1.6279E+13,1.7143E+13,6.4438E+13,47.47505699,3.05532E+13,4.97334E+12,47.61581834,47.55544345,3.06438E+13,4.98808E+12,,,,81704737100,13299595843,8819502500,1435606098,3.758849859,3.944785595,0.61185172,,,
Algeria,DZA,2012,77.536,899400000,1.71522E+11,1.62096E+13,1.62096E+13,2.09059E+11,100,3.4,4588.133557,433598.3788,433598.3788,5592.220115,1.40174756,11233.53132,13303.32752,4.19953E+11,4.9733E+11,1.62096E+13,1.68315E+11,1.59093E+13,2.05186E+11,4502.334677,425565.9368,5170,11000.60341,13060,1.93251E+11,4.11245E+11,4.88117E+11,1.59093E+13,47.53439413,7.70513E+12,99374925196,47.19290968,48.08366309,7.64978E+12,98661021257,1.51321E+13,1.51321E+13,1.95162E+11,-3.00284E+11,-3872829723,2.44975E+11,3159500103,32.59322739,32.66876984,0.420362508,1.07751E+12,1.07751E+12,13896847916
Haiti,HTI,2010,40.3096,-430800,11661585823,5.33994E+11,4.70074E+11,11661585823,88.02982428,-3.805275685,1172.099015,53671.40378,47246.84244,1172.099015,-5.267845113,2735.283617,2628.277722,27214206526,26149570845,4.70074E+11,11683865824,4.70972E+11,11683865824,1174.338364,47337.10972,1120,2739.933266,2630,11182886712,27260467362,26199530812,4.70972E+11,-4.332293483,-20364979200,-505214122.7,22.8433086,22.79974862,1.0738E+11,2663892037,5.08664E+11,4.52226E+11,11218807924,898097900,22280000.3,1.26847E+11,3146820001,17.97635084,20.2103668,0.445957063,25329955200,17848200000,442777899.1
IDA only,IDX,2012,,,8.46134E+11,,,8.85743E+11,,4.790111292,890.5487114,,,932.2370758,2.526869517,2679.904694,2420.298955,2.54625E+12,2.29959E+12,,8.53692E+11,,8.81621E+11,898.5029216,,923.9876702,2668.099626,2421.331474,8.77905E+11,2.53503E+12,2.30057E+12,,16.53743902,,1.40369E+11,23.695561,23.16107936,,,,,8.41558E+11,,,,,,,,,,
IDA only,IDX,2013,,,8.98464E+11,,,9.92492E+11,,6.184588328,925.3104878,,,1022.148077,3.903411,2787.936592,2588.184115,2.70705E+12,2.51309E+12,,9.02428E+11,,9.84612E+11,929.3930487,,986.4207942,2769.29019,2583.026009,9.57801E+11,2.68894E+12,2.50808E+12,,16.09579993,,1.53224E+11,23.7328195,23.30136826,,,,,9.33709E+11,,,,,,,,,,
Isle of Man,IMN,2017,0.777,,7774450737,5100466000,5423135000,6979581725,106.3262651,2.837739696,92984.69964,61003.06183,64862.27724,83477.83429,2.451529311,,,,,5423135000,,4945720000,6365148005,,59152.25452,77890,,,6512615316,,,4945720000,,,,,,,,5086543000,5408331000,6960528958,-477415000,-614433719.4,,,,,,13923000,14804000,19052767.05
Israel,ISR,2013,3.610758333,-61000,2.6131E+11,1.09816E+12,1.05684E+12,2.92693E+11,96.23795222,4.199807588,32422.54924,136256.0444,131130.0269,36316.47837,2.273413726,36759.84145,34152.30443,2.96266E+11,2.7525E+11,1.05684E+12,2.5598E+11,1.03536E+12,2.86744E+11,31761.30291,128465.1048,34320,36035.36662,33460,2.76641E+11,2.90427E+11,2.69657E+11,1.03536E+12,21.94632545,2.31938E+11,64235283170,22.9915111,23.46845453,2.42984E+11,67294464834,9.83708E+11,9.46111E+11,2.62026E+11,-21478000000,-5948334953,32480800000,8995561874,3.839566,4.426943,1.063368314,1.12797E+11,1.10527E+11,30610502226
Kiribati,KIR,2013,1.0358,1217000,173086305.5,161931000,191741000,185113921.6,118.4090755,4.214773912,1604.329581,1500.93153,1777.239148,1715.813041,2.738783528,2034.127423,1921.667894,219455905.3,207322984.1,191741000,286626935.5,315393000,304492180,2656.732836,2923.364261,2980,3258.595885,3160,321871907.4,351560134.3,341023661.7,315393000,-49.49124079,-94895000,-91615176.68,27.92430168,16.97638669,53542335.29,51691769.92,156165800,183119100,176790017.4,123652000,119378258.4,24668000,23815408.38,0.924841984,0.982835816,0.892876988,5765500,8622000,8324000.772
Nicaragua,NIC,2019,33.1217,1000000,11636367323,1.73264E+11,4.17705E+11,12611218627,241.0800859,-3.674259061,1777.765181,26470.69293,63815.56925,1926.699694,-4.851579673,5451.707835,5682.260221,35684169987,37193251325,4.17705E+11,11186334711,4.02257E+11,12144818040,1709.010707,61455.47862,1900,5262.478762,5470,12405036119,34445570522,35817733640,4.02257E+11,13.17436947,55030000000,1661448537,23.41524667,24.31446844,97806656117,2952947950,1.58813E+11,3.76837E+11,11377344762,-15447980313,-466400586.7,58224709676,1757902211,11.23066645,12.22368701,0.339072767,14451000000,40868000000,1233873865
"Korea, Dem. People's Rep.",PRK,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,2020,,,7429293224,,,9170736596,,-13.02810686,2937.689445,,,3626.290589,-14.30330312,6120.970992,6375.989454,15479678558,16124609538,,,,9285175853,,,3744.483939,,6320.599239,9469642614,,15984530009,,15.22977952,,444212596.2,,18.70059797,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,2018,6.7708,,21076500109,1.56046E+11,1.60332E+11,23679919655,102.746626,0.066049775,15164.68438,112276.1525,115359.9584,17037.86236,-0.350171817,26250.37224,26880.63872,36483843608,37359813803,1.60332E+11,,1.55799E+11,23010424603,,112098.422,15990,,26120,22222187530,,36303551330,1.55799E+11,,,,,,,,1.50104E+11,1.541E+11,22759496662,-4533017100,-669495052.3,-650669100,-96099294.03,4.291563144,4.152992559,0.633833985,5907100000,7100000000,1048620547
Uganda,UGA,2020,3715.097794,-2.14652E+12,43828692210,1.26559E+14,1.38841E+14,37372032558,109.7039617,2.857581274,958.1926982,2766871.58,3035367.738,817.0357569,-0.451178531,2177.595854,2297.178684,99605411950,1.05075E+11,1.38841E+14,43083691420,1.36559E+14,36757733549,941.9053239,2985474.188,800,2141.30617,2260,36420913904,97945485507,1.03348E+11,1.36559E+14,18.98145427,2.6354E+13,7093755270,,,,,1.18427E+14,1.21584E+14,32726950596,-2.28218E+12,-614299008.4,6.79306E+12,1828502151,1321.345944,1267.212953,0.355669223,8.13206E+12,9.41845E+12,2535181367
Kosovo,XKX,2011,0.7184,-1000000,6091311019,4337408600,4814500000,6701698218,110.9994571,4.377008217,3401.067012,2421.780346,2688.163037,3741.875052,3.48417976,8663.789701,8222.225939,15516847354,14726006657,4814500000,6232611369,4925718800,6856512806,3479.96168,2750.261753,3640,8851.913405,8410,6514722887,15853776908,15066189187,4925718800,-0.38651158,-18608600,-25902839.64,21.21442154,20.73541683,1021368325,1421726510,3727863700,3945000000,5491369710,111218800,154814588,928799000,1292871659,0.3269386,0.366515149,0.455092706,609526900,869700000,1210606904
Belize,BLZ,2012,2,-21333427.11,1437547882,2503632699,3045795012,1522897506,121.6550261,2.416382544,4253.08766,7407.175418,9011.201186,4505.600593,0.06353977,7264.46478,7272.836587,2455396360,2458226039,3045795012,1318195835,2805395012,1402697506,3899.97614,8299.960687,4100,6727.462335,6700,1385564313,2273888997,2264201971,2805395012,14.86674551,452810593.3,226405296.6,11.94991262,12.97392492,363969842.6,181984921.3,2142349176,2638278362,1319139181,-240400000,-120200000,151700000,75850000,1.23902154,1.158579111,0.61951077,361283522.1,407516650.4,203758325.2
Algeria,DZA,2010,74.386,3200000,1.61207E+11,1.52348E+13,1.19916E+13,1.61207E+11,78.71175711,3.6,4480.787439,423453.7084,333307.8544,4480.787439,1.746790655,10970.70637,13095.44828,3.94698E+11,4.71141E+11,1.19916E+13,1.60817E+11,1.19625E+13,1.60817E+11,4469.943781,332501.2381,4480,10921.46238,13060,1.61028E+11,3.92926E+11,4.70001E+11,1.19625E+13,48.45274016,5.81024E+12,78109359288,49.86360711,49.98457147,5.97943E+12,80383779943,1.44045E+13,1.12439E+13,1.51156E+11,-29019900000,-390125830.1,1.97931E+11,2660863603,25.45219127,31.10565771,0.342163731,9.10059E+11,7.47689E+11,10051474740
Euro area,EMU,2019,,,1.41623E+13,,,1.33635E+13,,1.292106534,41376.16013,,,39042.50497,1.202465873,46913.55002,49283.57136,1.60577E+13,1.68689E+13,,1.42268E+13,,1.3425E+13,41564.47771,,40064.3932,47115.86364,49526.83148,1.37133E+13,1.61269E+13,1.69521E+13,,25.20602761,,3.47754E+12,24.91559927,25.17247038,,,,,1.19635E+13,,,,,,,,,,
Gabon,GAB,2017,580.6567,9984423100,19021809656,5.48469E+12,8.66891E+12,14929488771,158.0565903,0.472642031,9212.368804,2656264.105,4198400.475,7230.434912,-2.297541168,15006.84404,15006.84404,30986311651,30986311651,8.66891E+12,18429151107,8.12091E+12,13985729748,8925.340955,3933001.01,6510,14058.19505,14060,13440719658,29027529829,29027529829,8.12091E+12,46.79855104,4.05692E+12,6986784422,,,,,4.97139E+12,8.09527E+12,13941569428,-5.48E+11,-943759023.2,,,279.7657166,319.1603394,0.481809159,5.13682E+11,5.73642E+11,987919342.4
Heavily indebted poor countries (HIPC),HPC,2018,,,7.40828E+11,,,7.64544E+11,,4.563066311,949.4935801,,,979.8899885,1.731553956,2536.704844,2600.689798,1.97922E+12,2.02915E+12,,7.14739E+11,,7.47023E+11,916.0562024,,950.6608536,2489.98956,2545.122023,7.41738E+11,1.94278E+12,1.98579E+12,,17.03145703,,1.3285E+11,18.95947778,20.99270276,,,,,6.95612E+11,,,,,,,,,,
Kyrgyz Republic,KGZ,2020,77.3456966,-5514600000,6593004561,3.03043E+11,5.98345E+11,7735976613,197.4455166,-8.616551018,1000.213083,45974.09423,90773.78785,1173.611356,-10.4936854,4706.570238,4965.031876,31023828379,32727504112,5.98344E+11,6276213492,5.72848E+11,7406338903,952.1532696,86905.82586,1160,4494.5007,4750,7671919066,29625950812,31332952393,5.72848E+11,7.759075248,46426000000,600240246.6,,,,,2.66641E+11,5.33674E+11,6899856404,-25496058242,-329637709.2,1.73724E+11,2246065614,18.28261935,20.03395196,0.236375392,31054631412,64670300000,836120208.9
Lebanon,LBN,2019,1554,0,39710040167,5.98629E+13,8.0795E+13,51991634492,134.9667649,-6.7,5792.25871,8731830.005,11785068.47,7583.699146,-6.649659955,14551.59371,15166.97971,99761491978,1.0398E+11,8.0795E+13,39194828307,7.98334E+13,51372863733,5717.107932,11644810.22,7420,14368.24231,14990,50883242052,98504488141,1.02743E+11,7.98334E+13,-6.851580164,-5.53573E+12,-3562248516,-2.467659611,-2.497381832,-1.99375E+12,-1282976566,5.35569E+13,7.6499E+13,49227155727,-9.6157E+11,-618770758.3,3.98472E+12,2564170758,777.021444,798.1061946,0.500013799,6.03819E+12,4.296E+12,2764478764
Liechtenstein,LIE,2013,0.9269,,,,5924500000,6391735894,,,,,160381.7001,173030.2083,,,,,,,,4737000000,5110583666,,128234.9756,,,,,,,,,,,,,,,,5728000000,6179738915,-1187500000,-1281152228,,,,,,,196500000,211996979.2
Nepal,NPL,2011,72.2737,-283037.402,16550239852,1.56268E+12,1.56268E+12,21621710003,100,3.421828241,612.0374692,57788.84911,57788.84911,799.5833769,3.314689744,2793.024734,2288.249337,75526796289,61877053749,1.56268E+12,16634088177,1.57023E+12,21726165704,615.1382288,58068.0303,630,2805.960198,2300,17140728778,75876587037,62175985287,1.57023E+12,7.110039016,1.11107E+11,1537312017,29.45087211,29.30927734,4.60223E+11,6367782162,1.43953E+12,1.43953E+12,19917776607,7549400000,104455701,3.07859E+11,4259622795,25.25461197,25.74332619,0.34943018,1.2315E+11,1.2315E+11,1703933395
Middle East & North Africa (IDA & IBRD countries),TMN,2018,,,1.61901E+12,,,1.32445E+12,,-0.481921126,4278.71742,,,3500.262154,-2.126351658,10807.50346,11068.65799,4.08941E+12,4.18823E+12,,1.65957E+12,,1.30979E+12,4385.913056,,3655.030051,11081.41617,10924.55409,1.38301E+12,4.19305E+12,4.1337E+12,,28.54866752,,3.15336E+11,,25.16709253,,,,,1.28228E+12,,,,,,,,,,
Andorra,AND,2019,0.8933,,3545618454,2674460000,2818420000,3155065488,105.3827689,2.015547638,45959.84826,34667.51355,36533.58567,40897.33087,1.833060593,,,,,2818420000,,,,,,,,,,,,,,,,,,,,,2530320000,2832553453,,,,,,,,,288100000,322512034
Bosnia and Herzegovina,BIH,2016,1.7681,-1204703000,18934602269,29489554000,29904460000,16913330694,101.4069592,3.149806916,5591.592345,8708.583474,8831.109692,4994.68904,4.462656369,13194.3254,13072.13223,44679455912,44265677702,29904460000,18962890063,29945460000,16936519428,5599.946036,8843.217435,5130,13215.25449,13090,17382879087,44750327320,44326367405,29945460000,-0.543246726,-162455000,-91881115.32,11.32636467,11.31085711,3387088192,1915665512,24310248000,24664032000,13949455348,41000000,23188733.67,3507000000,1983485097,0.675567653,0.785396931,0.38208679,5179305000,5240428000,2963875346
France,FRA,2014,0.753730737,0,2.75068E+12,2.17423E+12,2.14977E+12,2.85217E+12,98.8745615,0.956183052,41480.76961,32787.91889,32418.91103,43011.2631,0.479077572,43021.39464,40144.02683,2.85284E+12,2.66203E+12,2.14977E+12,2.81028E+12,2.19636E+12,2.91398E+12,42379.68985,33121.5584,43320,43945.59701,41010,2.87258E+12,2.91412E+12,2.71973E+12,2.19636E+12,21.56440355,4.63584E+11,6.15053E+11,21.48595332,21.030146,4.61898E+11,6.12815E+11,1.94986E+12,1.92723E+12,2.55692E+12,46594000000,61817831926,-48418000000,-64237794270,0.807565,0.859472,1.071423734,2.2439E+11,2.22535E+11,2.95245E+11
"Iran, Islamic Rep.",IRN,2019,94532.4108,9.10387E+14,4.9106E+11,6285895910031500,2.44125694724609e+16,2.58245E+11,388.3705652,-6.78422367,5922.528431,75812335.94,294432797.6,3114.622753,-8.036286274,12389.22335,12913.16284,1.02724E+12,1.07068E+12,2.44125694724609e+16,4.91361E+11,2.44313141258129e+16,2.58444E+11,5926.159823,294658871.3,3640,12401.10769,12920,3.02213E+11,1.02822E+12,1.0715E+12,2.44313141258129e+16,38.74009316,9457452156701500,1.00045E+11,,,,,6137335910031500,2.3853286346648e+16,2.52329E+11,1.8744E+13,198281201.6,,,22800.98232,22075.45353,0.241197512,1.4856E+14,5.59283E+14,5916310830
Least developed countries: UN classification,LDC,2014,,,8.46622E+11,,,9.67655E+11,,5.95120492,921.018759,,,1052.687815,3.481202372,2692.791889,2572.689661,2.47528E+12,2.36488E+12,,8.50461E+11,,9.55261E+11,925.1955785,,1013.452386,2666.011249,2559.213355,9.31589E+11,2.45066E+12,2.35249E+12,,20.92268822,,2.01071E+11,26.34614562,26.23715094,,,,,9.29352E+11,,,,,,,,,,
Malta,MLT,2013,0.7529,100,9969284128,8473575300,7944345700,10551661177,93.75435302,5.473355695,23403.88839,19892.5628,18650.14356,24771.07658,4.002804551,35287.46508,32295.8786,15031295637,13756978519,7944345700,9475719557,7550149200,10028090317,22245.19636,17724.72797,23370,33661.94329,30690,9954137500,14338876999,13074360593,7550149200,23.79052311,1890001400,2510295391,20.68175702,21.76156035,1643030275,2182268926,7411201900,7019237300,9322934387,-394196500,-523570859.3,-45095000,-59895072.39,0.57747751,0.652100723,0.767004263,1068519400,925108400,1228726790
North America,NAC,2014,,,1.80471E+13,,,1.93393E+13,,2.557805327,50996.51465,,,54648.01934,1.780845455,56250.78689,54121.61569,1.99065E+13,1.9153E+13,,1.81789E+13,,1.98382E+13,51368.85293,,55483.96413,57229.42989,55539.48083,1.96352E+13,2.02529E+13,1.96548E+13,,18.46485763,,3.57369E+12,20.60460678,20.08902364,,,,,1.85802E+13,,,,,,,,,,
South Sudan,SSD,2020,160.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,2017,580.6567,0,5089360894,3.72978E+12,3.71357E+12,6395472574,99.56539038,4.347748238,661.0868039,484483.4224,482377.8109,830.7452767,1.792430161,2012.240693,2012.240693,15491186678,15491186678,3.71357E+12,5091680229,3.71648E+12,6400471260,661.388076,482754.8362,720,2013.813455,2010,5537849729,15503294550,15503294550,3.71648E+12,10.72115434,3.98138E+11,685668485.4,17.05925186,17.04592881,6.33508E+11,1091019774,3.44071E+12,3.38745E+12,5833822291,2902520000,4998685.109,2.32467E+11,400352623.7,239.7217255,246.5964813,0.412845879,2.89074E+11,3.26126E+11,561650283.2
